,.INX_Open,.INX_High,.INX_Low,.INX_Close,.INX_Volume
2013-11-02,1758.7,1765.67,1752.7,1761.64,538311992
2013-11-05,1763.4,1768.78,1761.56,1767.93,420024234
2013-11-06,1765.67,1767.03,1755.76,1762.97,477732529
2013-11-07,1765.0,1773.74,1764.4,1770.49,492661917
2013-11-08,1770.74,1774.54,1746.2,1747.15,590009364
2013-11-09,1748.37,1770.78,1747.63,1770.61,564637206
2013-11-12,1769.96,1773.44,1767.85,1771.89,376761682
2013-11-13,1769.51,1771.78,1762.29,1767.69,444458294
2013-11-14,1764.37,1782.0,1760.64,1782.0,505308686
2013-11-15,1782.75,1791.53,1780.22,1790.62,509930739
2013-11-16,1790.66,1798.22,1790.66,1798.18,656776434
2013-11-19,1798.82,1802.33,1788.0,1791.53,482498124
2013-11-20,1790.79,1795.51,1784.72,1787.87,459569249
2013-11-21,1789.59,1795.73,1777.23,1781.37,461741485
2013-11-22,1783.52,1797.16,1783.52,1795.85,479361861
2013-11-23,1797.21,1804.84,1794.7,1804.76,439915212
2013-11-26,1806.33,1808.1,1800.58,1802.48,471349504
2013-11-27,1802.87,1808.42,1800.77,1802.75,558535052
2013-11-28,1803.48,1808.27,1802.77,1807.23,372649677
2013-11-30,1808.69,1813.55,1803.98,1805.81,353098311
2013-12-03,1806.55,1810.02,1798.6,1800.9,461947164
2013-12-04,1800.1,1800.1,1787.85,1795.15,525408260
2013-12-05,1793.15,1799.8,1779.09,1792.81,573025413
2013-12-06,1792.82,1792.82,1783.38,1785.03,556844304
2013-12-07,1788.36,1806.04,1788.36,1805.09,499811717
2013-12-10,1806.21,1811.52,1806.21,1808.37,485615305
2013-12-11,1807.6,1808.52,1801.75,1802.62,464118242
2013-12-12,1802.76,1802.97,1780.09,1782.22,545718357
2013-12-13,1781.71,1782.99,1772.28,1775.5,516063303
2013-12-14,1777.98,1780.92,1772.45,1775.32,440291152
2013-12-17,1777.48,1792.22,1777.48,1786.54,529194432
2013-12-18,1786.47,1786.77,1777.05,1781.0,506318970
2013-12-19,1781.46,1811.08,1767.99,1810.65,690180365
2013-12-20,1809.0,1810.88,1801.35,1809.6,510586651
2013-12-21,1810.39,1823.75,1810.25,1818.32,1387107453
2013-12-24,1822.92,1829.75,1822.92,1827.99,433647344
2013-12-25,1828.02,1833.32,1828.02,1833.32,183931624
2013-12-27,1834.96,1842.84,1834.96,1842.02,293273352
2013-12-28,1842.97,1844.89,1839.81,1841.4,269984856
2013-12-31,1841.47,1842.47,1838.77,1841.07,301816771
2014-01-01,1842.61,1849.44,1842.41,1848.36,393922036
2014-01-03,1845.86,1845.86,1827.74,1831.98,446076890
2014-01-04,1833.21,1838.24,1829.13,1831.37,387737913
2014-01-07,1832.31,1837.16,1823.73,1826.77,491156690
2014-01-08,1828.71,1840.1,1828.71,1837.88,496528166
2014-01-09,1837.9,1840.02,1831.4,1837.49,576758133
2014-01-10,1839.0,1843.23,1830.38,1838.13,520632513
2014-01-11,1840.06,1843.15,1832.43,1842.37,486021929
2014-01-14,1841.26,1843.45,1815.52,1819.2,574069139
2014-01-15,1821.36,1839.26,1821.36,1838.88,510487384
2014-01-16,1840.52,1850.84,1840.52,1848.38,556881209
2014-01-17,1847.99,1847.99,1840.3,1845.89,473037269
2014-01-18,1844.23,1846.04,1835.23,1838.7,806647919
2014-01-22,1841.05,1849.31,1832.38,1843.8,594305066
2014-01-23,1844.71,1846.87,1840.88,1844.86,500007322
2014-01-24,1842.29,1842.29,1820.06,1828.46,581097348
2014-01-25,1826.96,1826.96,1790.29,1790.29,711185331
2014-01-28,1791.03,1795.98,1772.88,1781.56,631898883
2014-01-29,1783.0,1793.87,1779.49,1792.5,494782437
2014-01-30,1790.15,1790.15,1770.45,1774.2,601114889
2014-01-31,1777.17,1798.77,1777.17,1794.19,545041082
2014-02-01,1790.88,1793.88,1772.26,1782.59,755380061
2014-02-04,1782.68,1784.83,1739.66,1741.89,744277160
2014-02-05,1743.82,1758.73,1743.82,1755.2,620707857
2014-02-06,1753.38,1755.79,1737.92,1751.64,578631983
2014-02-07,1752.99,1774.06,1752.99,1773.43,561418384
2014-02-08,1776.01,1798.03,1776.01,1797.02,589310959
2014-02-11,1796.2,1799.94,1791.83,1799.84,485826474
2014-02-12,1800.45,1823.54,1800.41,1819.75,532935315
2014-02-13,1820.12,1826.55,1815.97,1819.26,483526499
2014-02-14,1814.82,1830.25,1809.22,1829.83,534755356
2014-02-15,1828.46,1841.65,1825.59,1838.63,488468773
2014-02-19,1839.03,1842.87,1835.01,1840.76,538004458
2014-02-20,1838.9,1847.5,1826.99,1828.75,516752864
2014-02-21,1829.24,1842.79,1824.58,1839.78,512917477
2014-02-22,1841.07,1846.13,1835.6,1836.25,673576385
2014-02-25,1836.78,1858.71,1836.78,1847.61,694457178
2014-02-26,1847.66,1852.91,1840.19,1845.12,498266385
2014-02-27,1845.79,1852.65,1840.66,1845.16,493821506
2014-02-28,1844.9,1854.53,1841.13,1854.29,506493789
2014-03-01,1855.12,1867.92,1847.67,1859.45,716526988
2014-03-04,1857.68,1857.68,1834.44,1845.73,498458211
2014-03-05,1849.23,1876.23,1849.23,1873.91,544441906
2014-03-06,1874.05,1876.53,1871.11,1873.81,482066998
2014-03-07,1874.18,1881.94,1874.18,1877.03,498566077
2014-03-08,1878.52,1883.57,1870.56,1878.04,497040706
2014-03-11,1877.86,1877.87,1867.04,1877.17,430738722
2014-03-12,1878.26,1882.35,1863.88,1867.63,442986543
2014-03-13,1866.15,1868.38,1854.38,1868.2,449370547
2014-03-14,1869.06,1874.4,1841.86,1846.34,512753125
2014-03-15,1845.07,1852.44,1839.57,1841.13,491443762
2014-03-18,1842.81,1862.3,1842.81,1858.83,452592693
2014-03-19,1858.92,1873.76,1858.92,1872.25,408703209
2014-03-20,1872.25,1874.14,1850.35,1860.77,499477479
2014-03-21,1860.09,1873.49,1854.63,1872.01,467186484
2014-03-22,1874.53,1883.97,1863.46,1866.52,1546978295
2014-03-25,1867.67,1873.34,1849.69,1857.44,588008930
2014-03-26,1859.48,1871.87,1855.96,1865.62,491561997
2014-03-27,1867.09,1875.92,1852.56,1852.56,557827135
2014-03-28,1852.11,1855.55,1842.11,1849.04,583008429
2014-03-29,1850.07,1866.63,1850.07,1857.62,453538162
2014-04-01,1859.16,1875.18,1859.16,1872.34,577814815
2014-04-02,1873.96,1885.84,1873.96,1885.52,517337094
2014-04-03,1886.61,1893.17,1883.79,1890.9,465008732
2014-04-04,1891.43,1893.8,1882.65,1888.77,486951242
2014-04-05,1890.25,1897.28,1863.26,1865.09,638969604
2014-04-08,1863.92,1864.04,1841.48,1845.04,658210321
2014-04-09,1845.48,1854.95,1837.49,1851.96,552300967
2014-04-10,1852.64,1872.43,1852.38,1872.18,528286495
2014-04-11,1872.28,1872.53,1830.87,1833.08,636878418
2014-04-12,1830.65,1835.07,1814.36,1815.69,662182271
2014-04-15,1818.18,1834.19,1815.8,1830.61,524945814
2014-04-16,1831.45,1844.02,1816.29,1842.98,591857217
2014-04-17,1846.01,1862.31,1846.01,1862.31,536608381
2014-04-18,1861.73,1869.63,1856.72,1864.85,665681444
2014-04-22,1865.79,1871.89,1863.18,1871.89,445573609
2014-04-23,1872.57,1884.89,1872.57,1879.55,492961324
2014-04-24,1879.32,1879.75,1873.91,1875.39,477805705
2014-04-25,1881.97,1884.06,1870.24,1878.61,523936662
2014-04-26,1877.72,1877.72,1859.7,1863.4,526707398
2014-04-29,1865.0,1877.01,1850.61,1869.43,644490866
2014-04-30,1870.78,1880.6,1870.78,1878.33,489827927
2014-05-01,1877.1,1885.2,1872.69,1883.95,629090940
2014-05-02,1884.39,1888.59,1878.04,1883.68,468010160
2014-05-03,1885.3,1891.33,1878.5,1881.14,463670006
2014-05-06,1879.45,1885.51,1866.77,1884.66,417770456
2014-05-07,1883.69,1883.69,1867.72,1867.72,474484454
2014-05-08,1868.53,1878.83,1859.79,1878.21,563540793
2014-05-09,1877.39,1889.07,1870.05,1875.63,488608986
2014-05-10,1875.27,1878.57,1867.02,1878.48,473573782
2014-05-13,1880.03,1897.13,1880.03,1896.65,448903761
2014-05-14,1896.75,1902.17,1896.06,1897.45,418340875
2014-05-15,1897.13,1897.13,1885.77,1888.53,422048317
2014-05-16,1888.16,1888.16,1862.36,1870.85,547161731
2014-05-17,1871.19,1878.28,1864.82,1877.86,624155555
2014-05-20,1876.66,1886.0,1872.42,1885.08,433389990
2014-05-21,1884.88,1884.88,1868.14,1872.83,434975819
2014-05-22,1873.34,1888.8,1873.34,1888.03,410778045
2014-05-23,1888.19,1896.33,1885.39,1892.49,385630413
2014-05-24,1893.32,1901.26,1893.32,1900.53,373480792
2014-05-28,1902.01,1912.28,1902.01,1911.91,469659768
2014-05-29,1911.77,1914.46,1907.3,1909.78,408919016
2014-05-30,1910.6,1920.03,1909.82,1920.03,371597536
2014-05-31,1920.33,1924.03,1916.64,1923.57,600492470
2014-06-03,1923.87,1925.88,1915.98,1924.97,376846469
2014-06-04,1923.07,1925.07,1918.79,1924.24,414841285
2014-06-05,1923.06,1928.63,1918.6,1927.88,403725654
2014-06-06,1928.52,1941.74,1922.93,1940.46,431125075
2014-06-07,1942.41,1949.44,1942.41,1949.44,445161606
2014-06-10,1948.97,1955.55,1947.16,1951.27,422431624
2014-06-11,1950.34,1950.86,1944.64,1950.79,405664186
2014-06-12,1949.37,1949.37,1940.08,1943.89,387283719
2014-06-13,1943.35,1943.35,1925.78,1930.11,459956146
2014-06-14,1930.8,1937.3,1927.69,1936.16,445392285
2014-06-17,1934.84,1941.15,1930.91,1937.78,437288634
2014-06-18,1937.15,1943.69,1933.55,1941.99,405863064
2014-06-19,1942.73,1957.74,1939.29,1956.98,436454870
2014-06-20,1957.5,1959.87,1952.26,1959.48,476002520
2014-06-21,1960.45,1963.91,1959.17,1962.87,1209685149
2014-06-24,1962.92,1963.74,1958.89,1962.61,411854618
2014-06-25,1961.97,1968.17,1948.34,1949.98,482070052
2014-06-26,1949.27,1960.83,1947.49,1959.53,455366217
2014-06-27,1959.89,1959.89,1944.69,1957.22,404542402
2014-06-28,1956.56,1961.47,1952.18,1960.96,736991948
2014-07-01,1960.79,1964.24,1958.22,1960.23,527459777
2014-07-02,1962.29,1978.58,1962.29,1973.32,438761391
2014-07-03,1973.06,1976.67,1972.58,1974.62,386021127
2014-07-04,1975.88,1985.59,1975.88,1985.44,366541191
2014-07-08,1984.22,1984.22,1974.88,1977.65,399491515
2014-07-09,1976.39,1976.39,1959.46,1963.71,482721915
2014-07-10,1965.1,1974.15,1965.1,1972.83,414872389
2014-07-11,1966.67,1969.84,1952.86,1964.68,417456957
2014-07-12,1965.76,1968.67,1959.63,1967.57,375548761
2014-07-15,1969.86,1979.85,1969.86,1977.1,398064106
2014-07-16,1977.36,1982.52,1965.34,1973.28,544581519
2014-07-17,1976.35,1983.94,1975.67,1981.57,517539723
2014-07-18,1979.75,1981.8,1955.59,1958.12,541630260
2014-07-19,1961.54,1979.91,1960.82,1978.22,582965973
2014-07-22,1976.93,1976.93,1965.77,1973.63,397417585
2014-07-23,1975.65,1986.24,1975.65,1983.53,425726762
2014-07-24,1985.32,1989.23,1982.44,1987.01,468319122
2014-07-25,1988.07,1991.39,1985.79,1987.98,471603725
2014-07-26,1984.6,1984.6,1974.37,1978.34,414635733
2014-07-29,1978.25,1981.52,1967.31,1978.91,436388191
2014-07-30,1980.03,1984.85,1969.95,1969.95,492838802
2014-07-31,1973.21,1978.9,1962.42,1970.07,476985409
2014-08-01,1965.14,1965.14,1930.67,1930.67,623629847
2014-08-02,1929.8,1937.35,1916.37,1925.15,519200939
2014-08-05,1926.62,1942.92,1921.2,1938.99,468874902
2014-08-06,1936.34,1936.34,1913.77,1920.21,500527836
2014-08-07,1917.29,1927.91,1911.45,1920.24,488369233
2014-08-08,1923.03,1928.89,1904.78,1909.57,474067876
2014-08-09,1910.35,1932.38,1909.01,1931.59,456088503
2014-08-12,1933.43,1944.9,1933.43,1936.92,399490717
2014-08-13,1935.73,1939.65,1928.29,1933.75,352024097
2014-08-14,1935.6,1948.41,1935.6,1946.72,368395987
2014-08-15,1947.41,1955.23,1947.41,1955.18,322147247
2014-08-16,1958.87,1964.04,1941.5,1955.06,599550669
2014-08-19,1958.36,1971.99,1958.36,1971.74,422144586
2014-08-20,1972.73,1982.57,1972.73,1981.6,393523737
2014-08-21,1980.46,1988.57,1977.68,1986.51,378232246
2014-08-22,1986.82,1994.76,1986.82,1992.37,395027171
2014-08-23,1992.6,1993.54,1984.76,1988.4,377872101
2014-08-26,1991.74,2001.95,1991.74,1997.92,336826978
2014-08-27,1998.59,2005.04,1998.59,2000.02,314079664
2014-08-28,2000.54,2002.14,1996.2,2000.12,342143621
2014-08-29,1997.42,1998.55,1990.52,1996.74,315882057
2014-08-30,1998.45,2003.38,1994.65,2003.37,425023584
2014-09-03,2004.07,2006.12,1994.85,2002.28,399418982
2014-09-04,2003.57,2009.28,1998.14,2000.72,396734423
2014-09-05,2001.67,2011.17,1992.54,1997.65,426756455
2014-09-06,1998.0,2007.71,1990.1,2007.71,450560505
2014-09-09,2007.17,2007.17,1995.6,2001.54,411969635
2014-09-10,2000.73,2001.01,1984.61,1988.44,450978034
2014-09-11,1988.41,1996.66,1982.99,1995.69,427131068
2014-09-12,1992.85,1997.65,1985.93,1997.45,399776752
2014-09-13,1996.74,1996.74,1980.26,1985.54,500131371
2014-09-16,1986.04,1987.18,1978.48,1984.13,433853454
2014-09-17,1981.93,2002.28,1979.06,1998.98,441783387
2014-09-18,1999.3,2010.74,1993.29,2001.57,478418443
2014-09-19,2003.07,2012.34,2003.07,2011.36,475880094
2014-09-20,2012.74,2019.26,2006.59,2010.4,1399699724
2014-09-23,2009.08,2009.08,1991.01,1994.29,474795518
2014-09-24,1992.78,1995.41,1982.77,1982.77,483710943
2014-09-25,1983.34,1999.79,1978.63,1998.3,486044931
2014-09-26,1997.32,1997.32,1965.99,1965.99,526199205
2014-09-27,1966.22,1986.37,1966.22,1982.85,436267551
2014-09-30,1978.96,1981.28,1964.04,1977.8,421744398
2014-10-01,1978.21,1985.17,1968.96,1972.29,590851188
2014-10-02,1971.44,1971.44,1941.72,1946.16,585264771
2014-10-03,1945.83,1952.32,1926.03,1946.17,513088582
2014-10-04,1948.12,1971.19,1948.12,1967.9,544389960
2014-10-07,1970.01,1977.84,1958.43,1964.82,433672126
2014-10-08,1962.36,1962.36,1934.87,1935.1,519127994
2014-10-09,1935.55,1970.36,1925.25,1968.89,610653643
2014-10-10,1967.68,1967.68,1927.56,1928.21,604573274
2014-10-11,1925.63,1936.98,1906.05,1906.13,757485255
2014-10-14,1905.65,1912.09,1874.14,1874.74,670484943
2014-10-15,1877.11,1898.71,1871.79,1877.7,689430628
2014-10-16,1874.18,1874.18,1820.66,1862.49,926524554
2014-10-17,1855.95,1876.01,1835.02,1862.76,795956016
2014-10-18,1864.91,1898.16,1864.91,1886.76,805007051
2014-10-21,1885.62,1905.03,1882.3,1904.01,529713276
2014-10-22,1909.38,1942.45,1909.38,1941.28,586162383
2014-10-23,1941.29,1949.31,1926.83,1927.11,601110569
2014-10-24,1931.02,1961.95,1931.02,1950.82,560099425
2014-10-25,1951.59,1965.27,1946.27,1964.58,499168426
2014-10-28,1962.97,1964.64,1951.37,1961.63,465869091
2014-10-29,1964.14,1985.05,1964.14,1985.05,514671119
2014-10-30,1983.29,1991.4,1969.04,1982.3,550834416
2014-10-31,1979.49,1999.4,1974.75,1994.65,512018532
2014-11-01,2001.2,2018.19,2001.2,2018.05,699250816
2014-11-04,2018.21,2024.46,2013.68,2017.81,495466739
2014-11-05,2015.81,2015.98,2001.01,2012.1,523652851
2014-11-06,2015.29,2023.77,2014.42,2023.57,511039356
2014-11-07,2023.33,2031.61,2015.86,2031.21,497882341
2014-11-08,2032.36,2034.26,2025.07,2031.92,507608749
2014-11-11,2032.01,2038.7,2030.17,2038.26,459544499
2014-11-12,2038.2,2041.28,2035.28,2039.68,379238644
2014-11-13,2037.75,2040.33,2031.95,2038.25,460474390
2014-11-14,2039.21,2046.18,2030.44,2039.33,470727367
2014-11-15,2039.74,2042.22,2035.2,2039.82,447822912
2014-11-18,2038.29,2043.07,2034.46,2041.32,466017653
2014-11-19,2041.48,2056.08,2041.48,2051.8,465627362
2014-11-20,2051.16,2052.14,2040.37,2048.72,456780186
2014-11-21,2045.87,2053.84,2040.49,2052.75,444963436
2014-11-22,2057.46,2071.46,2056.75,2063.5,725438125
2014-11-25,2065.07,2070.17,2065.07,2069.41,483152010
2014-11-26,2070.15,2074.21,2064.75,2067.03,587165767
2014-11-27,2067.36,2073.29,2066.62,2072.83,510052002
2014-11-29,2074.78,2075.76,2065.06,2067.56,411804569
2014-12-02,2065.78,2065.78,2049.57,2053.44,547609771
2014-12-03,2053.77,2068.77,2053.77,2066.55,498400851
2014-12-04,2067.45,2076.28,2066.65,2074.33,536333828
2014-12-05,2073.64,2077.34,2062.34,2071.92,495739307
2014-12-06,2072.78,2079.47,2070.81,2075.37,492974286
2014-12-09,2074.84,2075.78,2054.27,2060.31,547803660
2014-12-10,2056.55,2060.6,2034.17,2059.82,530054668
2014-12-11,2058.86,2058.86,2024.26,2026.14,619378717
2014-12-12,2027.92,2055.53,2027.92,2035.33,527529075
